read,bnf,read_new,bnf_new
pnxV.,00.00.00.00,pnxV,00000000
pnxW.,00.00.00.00,pnxW,00000000
pnxX.,00.00.00.00,pnxX,00000000
pnxY.,00.00.00.00,pnxY,00000000
pnxZ.,00.00.00.00,pnxZ,00000000
pnxa.,00.00.00.00,pnxa,00000000
pnxb.,00.00.00.00,pnxb,00000000
pnxc.,00.00.00.00,pnxc,00000000
pnxd.,00.00.00.00,pnxd,00000000
pnxe.,00.00.00.00,pnxe,00000000
pnxf.,00.00.00.00,pnxf,00000000
pnxg.,00.00.00.00,pnxg,00000000
pnxh.,00.00.00.00,pnxh,00000000
pnxi.,00.00.00.00,pnxi,00000000
pnxj.,00.00.00.00,pnxj,00000000
pnxk.,00.00.00.00,pnxk,00000000
pnxl.,00.00.00.00,pnxl,00000000
pnxm.,00.00.00.00,pnxm,00000000
pnxn.,00.00.00.00,pnxn,00000000
pnxo.,00.00.00.00,pnxo,00000000
pnxp.,00.00.00.00,pnxp,00000000
pnxq.,00.00.00.00,pnxq,00000000
pnxr.,00.00.00.00,pnxr,00000000
pnxs.,00.00.00.00,pnxs,00000000
pnxt.,00.00.00.00,pnxt,00000000
pnxu.,00.00.00.00,pnxu,00000000
pnxv.,00.00.00.00,pnxv,00000000
pnxw.,00.00.00.00,pnxw,00000000
pnxx.,00.00.00.00,pnxx,00000000
pnxy.,00.00.00.00,pnxy,00000000
pnxz.,00.00.00.00,pnxz,00000000
pny..,00.00.00.00,pny,00000000
pny1.,00.00.00.00,pny1,00000000
pny2.,00.00.00.00,pny2,00000000
pny3.,00.00.00.00,pny3,00000000
pny4.,00.00.00.00,pny4,00000000
pny5.,00.00.00.00,pny5,00000000
pny6.,00.00.00.00,pny6,00000000
pny7.,00.00.00.00,pny7,00000000
pny8.,00.00.00.00,pny8,00000000
pny9.,00.00.00.00,pny9,00000000
pnyA.,00.00.00.00,pnyA,00000000
pnyB.,00.00.00.00,pnyB,00000000
pnyC.,00.00.00.00,pnyC,00000000
pnyD.,00.00.00.00,pnyD,00000000
pnyE.,00.00.00.00,pnyE,00000000
pnyF.,00.00.00.00,pnyF,00000000
pnyG.,00.00.00.00,pnyG,00000000
pnyH.,00.00.00.00,pnyH,00000000
pnyI.,00.00.00.00,pnyI,00000000
pnyJ.,00.00.00.00,pnyJ,00000000
pnyK.,00.00.00.00,pnyK,00000000
pnyL.,00.00.00.00,pnyL,00000000
pnyM.,00.00.00.00,pnyM,00000000
pnyN.,00.00.00.00,pnyN,00000000
pnyO.,00.00.00.00,pnyO,00000000
pnyP.,00.00.00.00,pnyP,00000000
pnyQ.,00.00.00.00,pnyQ,00000000
pnyR.,00.00.00.00,pnyR,00000000
pnyS.,00.00.00.00,pnyS,00000000
pnyT.,00.00.00.00,pnyT,00000000
pnyU.,00.00.00.00,pnyU,00000000
pnyV.,00.00.00.00,pnyV,00000000
pnyW.,00.00.00.00,pnyW,00000000
pnyX.,00.00.00.00,pnyX,00000000
pnyY.,00.00.00.00,pnyY,00000000
pnyZ.,00.00.00.00,pnyZ,00000000
pnya.,00.00.00.00,pnya,00000000
pnyb.,00.00.00.00,pnyb,00000000
pnyc.,00.00.00.00,pnyc,00000000
pnyd.,00.00.00.00,pnyd,00000000
pnye.,00.00.00.00,pnye,00000000
pnyf.,00.00.00.00,pnyf,00000000
pnyg.,00.00.00.00,pnyg,00000000
pnyh.,00.00.00.00,pnyh,00000000
pnyi.,00.00.00.00,pnyi,00000000
pnyj.,00.00.00.00,pnyj,00000000
pnyk.,00.00.00.00,pnyk,00000000
pnyl.,00.00.00.00,pnyl,00000000
pnym.,00.00.00.00,pnym,00000000
pnyn.,00.00.00.00,pnyn,00000000
pnyo.,00.00.00.00,pnyo,00000000
pnyp.,00.00.00.00,pnyp,00000000
pnyq.,00.00.00.00,pnyq,00000000
pnyr.,00.00.00.00,pnyr,00000000
pnys.,00.00.00.00,pnys,00000000
pnyt.,00.00.00.00,pnyt,00000000
pnyu.,00.00.00.00,pnyu,00000000
pnyv.,00.00.00.00,pnyv,00000000
pnyw.,00.00.00.00,pnyw,00000000
pnyx.,00.00.00.00,pnyx,00000000
pnyy.,00.00.00.00,pnyy,00000000
pnyz.,00.00.00.00,pnyz,00000000
pnz..,00.00.00.00,pnz,00000000
pnz1.,00.00.00.00,pnz1,00000000
pnz2.,00.00.00.00,pnz2,00000000
pnz3.,00.00.00.00,pnz3,00000000
pnz4.,00.00.00.00,pnz4,00000000
pnz5.,00.00.00.00,pnz5,00000000
pnz6.,00.00.00.00,pnz6,00000000
pnz7.,00.00.00.00,pnz7,00000000
pnz8.,00.00.00.00,pnz8,00000000
pnz9.,00.00.00.00,pnz9,00000000
pnzA.,00.00.00.00,pnzA,00000000
pnzB.,00.00.00.00,pnzB,00000000
pnzC.,00.00.00.00,pnzC,00000000
pnzD.,00.00.00.00,pnzD,00000000
pnzE.,00.00.00.00,pnzE,00000000
pnzF.,00.00.00.00,pnzF,00000000
pnzG.,00.00.00.00,pnzG,00000000
pnzH.,00.00.00.00,pnzH,00000000
pnzI.,00.00.00.00,pnzI,00000000
pnzJ.,00.00.00.00,pnzJ,00000000
pnzK.,00.00.00.00,pnzK,00000000
pnzL.,00.00.00.00,pnzL,00000000
pnzM.,00.00.00.00,pnzM,00000000
pnzN.,00.00.00.00,pnzN,00000000
pnzO.,00.00.00.00,pnzO,00000000
pnzP.,00.00.00.00,pnzP,00000000
pnzQ.,00.00.00.00,pnzQ,00000000
pnzR.,00.00.00.00,pnzR,00000000
pnzS.,00.00.00.00,pnzS,00000000
pnzT.,00.00.00.00,pnzT,00000000
pnzU.,00.00.00.00,pnzU,00000000
pnzV.,00.00.00.00,pnzV,00000000
pnzW.,00.00.00.00,pnzW,00000000
pnzX.,00.00.00.00,pnzX,00000000
pnzY.,00.00.00.00,pnzY,00000000
pnzZ.,00.00.00.00,pnzZ,00000000
pnza.,00.00.00.00,pnza,00000000
pnzb.,00.00.00.00,pnzb,00000000
pnzc.,00.00.00.00,pnzc,00000000
pnzd.,00.00.00.00,pnzd,00000000
pnze.,00.00.00.00,pnze,00000000
pnzf.,00.00.00.00,pnzf,00000000
pnzg.,00.00.00.00,pnzg,00000000
pnzh.,00.00.00.00,pnzh,00000000
pnzi.,00.00.00.00,pnzi,00000000
pnzj.,00.00.00.00,pnzj,00000000
pnzk.,00.00.00.00,pnzk,00000000
pnzl.,00.00.00.00,pnzl,00000000
pnzm.,00.00.00.00,pnzm,00000000
pnzn.,00.00.00.00,pnzn,00000000
pnzo.,00.00.00.00,pnzo,00000000
pnzp.,00.00.00.00,pnzp,00000000
pnzq.,00.00.00.00,pnzq,00000000
pnzr.,00.00.00.00,pnzr,00000000
pnzs.,00.00.00.00,pnzs,00000000
pnzt.,00.00.00.00,pnzt,00000000
pnzu.,00.00.00.00,pnzu,00000000
pnzv.,00.00.00.00,pnzv,00000000
pnzw.,00.00.00.00,pnzw,00000000
pnzx.,00.00.00.00,pnzx,00000000
pnzy.,00.00.00.00,pnzy,00000000
pnzz.,00.00.00.00,pnzz,00000000
pp14.,00.00.00.00,pp14,00000000
pp15.,00.00.00.00,pp15,00000000
pp16.,00.00.00.00,pp16,00000000
pp2c.,00.00.00.00,pp2c,00000000
pp2d.,00.00.00.00,pp2d,00000000
pp2e.,00.00.00.00,pp2e,00000000
pp38.,00.00.00.00,pp38,00000000
pp39.,00.00.00.00,pp39,00000000
pp3A.,00.00.00.00,pp3A,00000000
pp3B.,00.00.00.00,pp3B,00000000
pp3C.,00.00.00.00,pp3C,00000000
pp3D.,00.00.00.00,pp3D,00000000
pp3E.,00.00.00.00,pp3E,00000000
pp3F.,00.00.00.00,pp3F,00000000
pp3G.,00.00.00.00,pp3G,00000000
pp3H.,00.00.00.00,pp3H,00000000
pp3I.,00.00.00.00,pp3I,00000000
pp4..,00.00.00.00,pp4,00000000
pp41.,00.00.00.00,pp41,00000000
pp42.,00.00.00.00,pp42,00000000
pp43.,00.00.00.00,pp43,00000000
pp44.,00.00.00.00,pp44,00000000
pp45.,00.00.00.00,pp45,00000000
pp46.,00.00.00.00,pp46,00000000
pp47.,00.00.00.00,pp47,00000000
pp48.,00.00.00.00,pp48,00000000
pp49.,00.00.00.00,pp49,00000000
pp4A.,00.00.00.00,pp4A,00000000
pp4B.,00.00.00.00,pp4B,00000000
pp5C.,00.00.00.00,pp5C,00000000
pp5D.,00.00.00.00,pp5D,00000000
pp5E.,00.00.00.00,pp5E,00000000
pp5F.,00.00.00.00,pp5F,00000000
pp5G.,00.00.00.00,pp5G,00000000
pp5H.,00.00.00.00,pp5H,00000000
pp5I.,00.00.00.00,pp5I,00000000
pp5J.,00.00.00.00,pp5J,00000000
pp6..,00.00.00.00,pp6,00000000
pp61.,00.00.00.00,pp61,00000000
pp62.,00.00.00.00,pp62,00000000
pp63.,00.00.00.00,pp63,00000000
pp64.,00.00.00.00,pp64,00000000
pp65.,00.00.00.00,pp65,00000000
pp66.,00.00.00.00,pp66,00000000
pp67.,00.00.00.00,pp67,00000000
pp68.,00.00.00.00,pp68,00000000
pp69.,00.00.00.00,pp69,00000000
pp6A.,00.00.00.00,pp6A,00000000
pp6B.,00.00.00.00,pp6B,00000000
pp6C.,00.00.00.00,pp6C,00000000
pp6D.,00.00.00.00,pp6D,00000000
pp6E.,00.00.00.00,pp6E,00000000
pp6F.,00.00.00.00,pp6F,00000000
pp6G.,00.00.00.00,pp6G,00000000
pp6H.,00.00.00.00,pp6H,00000000
pp7..,00.00.00.00,pp7,00000000
pp71.,00.00.00.00,pp71,00000000
pp72.,00.00.00.00,pp72,00000000
pp73.,00.00.00.00,pp73,00000000
pp74.,00.00.00.00,pp74,00000000
pp75.,00.00.00.00,pp75,00000000
pp76.,00.00.00.00,pp76,00000000
pp77.,00.00.00.00,pp77,00000000
pp78.,00.00.00.00,pp78,00000000
pp79.,00.00.00.00,pp79,00000000
pp7A.,00.00.00.00,pp7A,00000000
pp7B.,00.00.00.00,pp7B,00000000
pp7C.,00.00.00.00,pp7C,00000000
pp7D.,00.00.00.00,pp7D,00000000
pp7E.,00.00.00.00,pp7E,00000000
pp7F.,00.00.00.00,pp7F,00000000
pq23.,00.00.00.00,pq23,00000000
pq24.,00.00.00.00,pq24,00000000
pq25.,00.00.00.00,pq25,00000000
pq3..,00.00.00.00,pq3,00000000
pq31.,00.00.00.00,pq31,00000000
pq32.,00.00.00.00,pq32,00000000
pq33.,00.00.00.00,pq33,00000000
pq34.,00.00.00.00,pq34,00000000
pq35.,00.00.00.00,pq35,00000000
pq36.,00.00.00.00,pq36,00000000
pq37.,00.00.00.00,pq37,00000000
pq38.,00.00.00.00,pq38,00000000
pq39.,00.00.00.00,pq39,00000000
pq3A.,00.00.00.00,pq3A,00000000
pq3B.,00.00.00.00,pq3B,00000000
pq3C.,00.00.00.00,pq3C,00000000
pq3D.,00.00.00.00,pq3D,00000000
pq3E.,00.00.00.00,pq3E,00000000
pq3F.,00.00.00.00,pq3F,00000000
pq3G.,00.00.00.00,pq3G,00000000
pq3H.,00.00.00.00,pq3H,00000000
pq3I.,00.00.00.00,pq3I,00000000
pq3J.,00.00.00.00,pq3J,00000000
pq3K.,00.00.00.00,pq3K,00000000
pq3L.,00.00.00.00,pq3L,00000000
pq3M.,00.00.00.00,pq3M,00000000
pq3N.,00.00.00.00,pq3N,00000000
pq3O.,00.00.00.00,pq3O,00000000
pq3P.,00.00.00.00,pq3P,00000000
pq3Q.,00.00.00.00,pq3Q,00000000
pq3R.,00.00.00.00,pq3R,00000000
pq3S.,00.00.00.00,pq3S,00000000
pq3T.,00.00.00.00,pq3T,00000000
pq3U.,00.00.00.00,pq3U,00000000
pr26.,00.00.00.00,pr26,00000000
pr2B.,00.00.00.00,pr2B,00000000
pr2C.,00.00.00.00,pr2C,00000000
pr2D.,00.00.00.00,pr2D,00000000
pr2E.,00.00.00.00,pr2E,00000000
pr2F.,00.00.00.00,pr2F,00000000
pr2G.,00.00.00.00,pr2G,00000000
pr2H.,00.00.00.00,pr2H,00000000
pr48.,00.00.00.00,pr48,00000000
pr54.,00.00.00.00,pr54,00000000
pr6..,00.00.00.00,pr6,00000000
pr61.,00.00.00.00,pr61,00000000
pr62.,00.00.00.00,pr62,00000000
pr63.,00.00.00.00,pr63,00000000
pr64.,00.00.00.00,pr64,00000000
pr65.,00.00.00.00,pr65,00000000
pr66.,00.00.00.00,pr66,00000000
pr67.,00.00.00.00,pr67,00000000
pr68.,00.00.00.00,pr68,00000000
pr69.,00.00.00.00,pr69,00000000
pr6A.,00.00.00.00,pr6A,00000000
pr6B.,00.00.00.00,pr6B,00000000
pr6C.,00.00.00.00,pr6C,00000000
pr6D.,00.00.00.00,pr6D,00000000
pr6E.,00.00.00.00,pr6E,00000000
pr6F.,00.00.00.00,pr6F,00000000
pr6G.,00.00.00.00,pr6G,00000000
pr6H.,00.00.00.00,pr6H,00000000
pr6I.,00.00.00.00,pr6I,00000000
pr6J.,00.00.00.00,pr6J,00000000
pr6K.,00.00.00.00,pr6K,00000000
pr6L.,00.00.00.00,pr6L,00000000
pr6M.,00.00.00.00,pr6M,00000000
pr6N.,00.00.00.00,pr6N,00000000
pr6O.,00.00.00.00,pr6O,00000000
pr6P.,00.00.00.00,pr6P,00000000
pr6Q.,00.00.00.00,pr6Q,00000000
pr7..,00.00.00.00,pr7,00000000
pr71.,00.00.00.00,pr71,00000000
pr72.,00.00.00.00,pr72,00000000
ps1..,00.00.00.00,ps1,00000000
ps11.,00.00.00.00,ps11,00000000
ps12.,00.00.00.00,ps12,00000000
ps13.,00.00.00.00,ps13,00000000
ps14.,00.00.00.00,ps14,00000000
ps2..,00.00.00.00,ps2,00000000
ps21.,00.00.00.00,ps21,00000000
ps22.,00.00.00.00,ps22,00000000
ps23.,00.00.00.00,ps23,00000000
ps24.,00.00.00.00,ps24,00000000
ps25.,00.00.00.00,ps25,00000000
ps26.,00.00.00.00,ps26,00000000
ps27.,00.00.00.00,ps27,00000000
ps28.,00.00.00.00,ps28,00000000
ps29.,00.00.00.00,ps29,00000000
ps2A.,00.00.00.00,ps2A,00000000
ps2B.,00.00.00.00,ps2B,00000000
ps2C.,00.00.00.00,ps2C,00000000
ps2D.,00.00.00.00,ps2D,00000000
ps2E.,00.00.00.00,ps2E,00000000
ps2F.,00.00.00.00,ps2F,00000000
ps2G.,00.00.00.00,ps2G,00000000
ps2H.,00.00.00.00,ps2H,00000000
ps2J.,00.00.00.00,ps2J,00000000
ps2K.,00.00.00.00,ps2K,00000000
ps2L.,00.00.00.00,ps2L,00000000
ps2M.,00.00.00.00,ps2M,00000000
ps2N.,00.00.00.00,ps2N,00000000
ps2O.,00.00.00.00,ps2O,00000000
ps2P.,00.00.00.00,ps2P,00000000
ps2Q.,00.00.00.00,ps2Q,00000000
ps2R.,00.00.00.00,ps2R,00000000
ps2S.,00.00.00.00,ps2S,00000000
ps2T.,00.00.00.00,ps2T,00000000
ps2U.,00.00.00.00,ps2U,00000000
ps2V.,00.00.00.00,ps2V,00000000
ps2W.,00.00.00.00,ps2W,00000000
ps2X.,00.00.00.00,ps2X,00000000
ps2Y.,00.00.00.00,ps2Y,00000000
ps2Z.,00.00.00.00,ps2Z,00000000
ps2a.,00.00.00.00,ps2a,00000000
ps2b.,00.00.00.00,ps2b,00000000
ps2c.,00.00.00.00,ps2c,00000000
ps2d.,00.00.00.00,ps2d,00000000
ps2e.,00.00.00.00,ps2e,00000000
ps2f.,00.00.00.00,ps2f,00000000
ps2g.,00.00.00.00,ps2g,00000000
ps2h.,00.00.00.00,ps2h,00000000
ps2i.,00.00.00.00,ps2i,00000000
ps2j.,00.00.00.00,ps2j,00000000
ps2k.,00.00.00.00,ps2k,00000000
ps2l.,00.00.00.00,ps2l,00000000
ps2m.,00.00.00.00,ps2m,00000000
ps2n.,00.00.00.00,ps2n,00000000
ps2o.,00.00.00.00,ps2o,00000000
ps2p.,00.00.00.00,ps2p,00000000
ps2q.,00.00.00.00,ps2q,00000000
ps2r.,00.00.00.00,ps2r,00000000
ps2s.,00.00.00.00,ps2s,00000000
ps2t.,00.00.00.00,ps2t,00000000
ps2u.,00.00.00.00,ps2u,00000000
ps2v.,00.00.00.00,ps2v,00000000
ps2w.,00.00.00.00,ps2w,00000000
ps2x.,00.00.00.00,ps2x,00000000
ps2y.,00.00.00.00,ps2y,00000000
ps2z.,00.00.00.00,ps2z,00000000
ps3..,00.00.00.00,ps3,00000000
ps31.,00.00.00.00,ps31,00000000
ps32.,00.00.00.00,ps32,00000000
ps33.,00.00.00.00,ps33,00000000
ps34.,00.00.00.00,ps34,00000000
ps35.,00.00.00.00,ps35,00000000
ps36.,00.00.00.00,ps36,00000000
ps37.,00.00.00.00,ps37,00000000
ps38.,00.00.00.00,ps38,00000000
ps39.,00.00.00.00,ps39,00000000
ps3A.,00.00.00.00,ps3A,00000000
ps3B.,00.00.00.00,ps3B,00000000
ps3C.,00.00.00.00,ps3C,00000000
ps4..,00.00.00.00,ps4,00000000
ps41.,00.00.00.00,ps41,00000000
ps42.,00.00.00.00,ps42,00000000
ps43.,00.00.00.00,ps43,00000000
ps44.,00.00.00.00,ps44,00000000
ps45.,00.00.00.00,ps45,00000000
ps46.,00.00.00.00,ps46,00000000
ps47.,00.00.00.00,ps47,00000000
ps48.,00.00.00.00,ps48,00000000
ps49.,00.00.00.00,ps49,00000000
ps4A.,00.00.00.00,ps4A,00000000
ps4B.,00.00.00.00,ps4B,00000000
ps4C.,00.00.00.00,ps4C,00000000
ps5..,00.00.00.00,ps5,00000000
ps51.,00.00.00.00,ps51,00000000
ps52.,00.00.00.00,ps52,00000000
ps53.,00.00.00.00,ps53,00000000
ps54.,00.00.00.00,ps54,00000000
ps55.,00.00.00.00,ps55,00000000
ps56.,00.00.00.00,ps56,00000000
ps57.,00.00.00.00,ps57,00000000
ps58.,00.00.00.00,ps58,00000000
ps59.,00.00.00.00,ps59,00000000
ps5a.,00.00.00.00,ps5a,00000000
ps5b.,00.00.00.00,ps5b,00000000
ps5c.,00.00.00.00,ps5c,00000000
ps5d.,00.00.00.00,ps5d,00000000
ps5e.,00.00.00.00,ps5e,00000000
ps5f.,00.00.00.00,ps5f,00000000
ps5g.,00.00.00.00,ps5g,00000000
ps5h.,00.00.00.00,ps5h,00000000
ps5i.,00.00.00.00,ps5i,00000000
ps5j.,00.00.00.00,ps5j,00000000
ps5k.,00.00.00.00,ps5k,00000000
ps5m.,00.00.00.00,ps5m,00000000
ps5n.,00.00.00.00,ps5n,00000000
ps5p.,00.00.00.00,ps5p,00000000
ps5q.,00.00.00.00,ps5q,00000000
ps6..,00.00.00.00,ps6,00000000
ps61.,00.00.00.00,ps61,00000000
ps62.,00.00.00.00,ps62,00000000
ps63.,00.00.00.00,ps63,00000000
ps64.,00.00.00.00,ps64,00000000
ps65.,00.00.00.00,ps65,00000000
ps66.,00.00.00.00,ps66,00000000
ps67.,00.00.00.00,ps67,00000000
ps68.,00.00.00.00,ps68,00000000
ps69.,00.00.00.00,ps69,00000000
ps6A.,00.00.00.00,ps6A,00000000
ps6B.,00.00.00.00,ps6B,00000000
ps6C.,00.00.00.00,ps6C,00000000
ps6D.,00.00.00.00,ps6D,00000000
ps6E.,00.00.00.00,ps6E,00000000
ps6F.,00.00.00.00,ps6F,00000000
ps6G.,00.00.00.00,ps6G,00000000
ps6H.,00.00.00.00,ps6H,00000000
ps6J.,00.00.00.00,ps6J,00000000
ps6K.,00.00.00.00,ps6K,00000000
ps6L.,00.00.00.00,ps6L,00000000
ps6M.,00.00.00.00,ps6M,00000000
ps6N.,00.00.00.00,ps6N,00000000
ps6O.,00.00.00.00,ps6O,00000000
ps6P.,00.00.00.00,ps6P,00000000
ps6Q.,00.00.00.00,ps6Q,00000000
ps6R.,00.00.00.00,ps6R,00000000
ps6S.,00.00.00.00,ps6S,00000000
ps6T.,00.00.00.00,ps6T,00000000
ps6U.,00.00.00.00,ps6U,00000000
ps6V.,00.00.00.00,ps6V,00000000
ps6W.,00.00.00.00,ps6W,00000000
ps6X.,00.00.00.00,ps6X,00000000
ps6Y.,00.00.00.00,ps6Y,00000000
ps6Z.,00.00.00.00,ps6Z,00000000
ps6a.,00.00.00.00,ps6a,00000000
ps6b.,00.00.00.00,ps6b,00000000
ps6c.,00.00.00.00,ps6c,00000000
ps6d.,00.00.00.00,ps6d,00000000
ps6e.,00.00.00.00,ps6e,00000000
ps6f.,00.00.00.00,ps6f,00000000
ps6g.,00.00.00.00,ps6g,00000000
ps6h.,00.00.00.00,ps6h,00000000
ps6i.,00.00.00.00,ps6i,00000000
ps6j.,00.00.00.00,ps6j,00000000
ps6k.,00.00.00.00,ps6k,00000000
ps6l.,00.00.00.00,ps6l,00000000
ps6m.,00.00.00.00,ps6m,00000000
ps6n.,00.00.00.00,ps6n,00000000
ps6o.,00.00.00.00,ps6o,00000000
ps6p.,00.00.00.00,ps6p,00000000
ps6q.,00.00.00.00,ps6q,00000000
ps6r.,00.00.00.00,ps6r,00000000
ps6s.,00.00.00.00,ps6s,00000000
ps6t.,00.00.00.00,ps6t,00000000
ps6u.,00.00.00.00,ps6u,00000000
ps6v.,00.00.00.00,ps6v,00000000
ps6w.,00.00.00.00,ps6w,00000000
ps6x.,00.00.00.00,ps6x,00000000
ps6y.,00.00.00.00,ps6y,00000000
ps6z.,00.00.00.00,ps6z,00000000
ps7..,00.00.00.00,ps7,00000000
ps71.,00.00.00.00,ps71,00000000
ps72.,00.00.00.00,ps72,00000000
ps73.,00.00.00.00,ps73,00000000
ps74.,00.00.00.00,ps74,00000000
ps75.,00.00.00.00,ps75,00000000
ps76.,00.00.00.00,ps76,00000000
ps77.,00.00.00.00,ps77,00000000
ps78.,00.00.00.00,ps78,00000000
ps79.,00.00.00.00,ps79,00000000
ps7A.,00.00.00.00,ps7A,00000000
ps7B.,00.00.00.00,ps7B,00000000
ps7C.,00.00.00.00,ps7C,00000000
ps7D.,00.00.00.00,ps7D,00000000
ps7E.,00.00.00.00,ps7E,00000000
ps7F.,00.00.00.00,ps7F,00000000
ps7G.,00.00.00.00,ps7G,00000000
ps7H.,00.00.00.00,ps7H,00000000
ps7I.,00.00.00.00,ps7I,00000000
ps7J.,00.00.00.00,ps7J,00000000
ps7K.,00.00.00.00,ps7K,00000000
ps7L.,00.00.00.00,ps7L,00000000
ps7M.,00.00.00.00,ps7M,00000000
ps7N.,00.00.00.00,ps7N,00000000
ps7O.,00.00.00.00,ps7O,00000000
ps7P.,00.00.00.00,ps7P,00000000
ps7Q.,00.00.00.00,ps7Q,00000000
ps7R.,00.00.00.00,ps7R,00000000
ps7S.,00.00.00.00,ps7S,00000000
ps7T.,00.00.00.00,ps7T,00000000
ps7U.,00.00.00.00,ps7U,00000000
ps7V.,00.00.00.00,ps7V,00000000
ps7W.,00.00.00.00,ps7W,00000000
ps7X.,00.00.00.00,ps7X,00000000
ps7Y.,00.00.00.00,ps7Y,00000000
ps7Z.,00.00.00.00,ps7Z,00000000
ps7a.,00.00.00.00,ps7a,00000000
ps7b.,00.00.00.00,ps7b,00000000
ps7c.,00.00.00.00,ps7c,00000000
ps7d.,00.00.00.00,ps7d,00000000
ps7e.,00.00.00.00,ps7e,00000000
ps7f.,00.00.00.00,ps7f,00000000
ps7g.,00.00.00.00,ps7g,00000000
ps7h.,00.00.00.00,ps7h,00000000
ps7i.,00.00.00.00,ps7i,00000000
ps7j.,00.00.00.00,ps7j,00000000
ps7k.,00.00.00.00,ps7k,00000000
ps7l.,00.00.00.00,ps7l,00000000
ps7m.,00.00.00.00,ps7m,00000000
ps7n.,00.00.00.00,ps7n,00000000
ps7o.,00.00.00.00,ps7o,00000000
ps7p.,00.00.00.00,ps7p,00000000
ps7q.,00.00.00.00,ps7q,00000000
ps7r.,00.00.00.00,ps7r,00000000
ps7s.,00.00.00.00,ps7s,00000000
ps7t.,00.00.00.00,ps7t,00000000
ps7u.,00.00.00.00,ps7u,00000000
ps7v.,00.00.00.00,ps7v,00000000
ps7w.,00.00.00.00,ps7w,00000000
ps7x.,00.00.00.00,ps7x,00000000
ps7y.,00.00.00.00,ps7y,00000000
ps7z.,00.00.00.00,ps7z,00000000
ps8..,00.00.00.00,ps8,00000000
ps81.,00.00.00.00,ps81,00000000
ps82.,00.00.00.00,ps82,00000000
ps83.,00.00.00.00,ps83,00000000
ps84.,00.00.00.00,ps84,00000000
ps85.,00.00.00.00,ps85,00000000
ps86.,00.00.00.00,ps86,00000000
ps87.,00.00.00.00,ps87,00000000
ps88.,00.00.00.00,ps88,00000000
ps89.,00.00.00.00,ps89,00000000
ps8A.,00.00.00.00,ps8A,00000000
ps8B.,00.00.00.00,ps8B,00000000
ps8C.,00.00.00.00,ps8C,00000000
ps8D.,00.00.00.00,ps8D,00000000
ps8E.,00.00.00.00,ps8E,00000000
ps8F.,00.00.00.00,ps8F,00000000
ps8G.,00.00.00.00,ps8G,00000000
ps8H.,00.00.00.00,ps8H,00000000
ps8I.,00.00.00.00,ps8I,00000000
ps8J.,00.00.00.00,ps8J,00000000
ps8K.,00.00.00.00,ps8K,00000000
ps8L.,00.00.00.00,ps8L,00000000
ps8M.,00.00.00.00,ps8M,00000000
ps8N.,00.00.00.00,ps8N,00000000
ps8O.,00.00.00.00,ps8O,00000000
ps8P.,00.00.00.00,ps8P,00000000
ps8Q.,00.00.00.00,ps8Q,00000000
ps8R.,00.00.00.00,ps8R,00000000
ps8S.,00.00.00.00,ps8S,00000000
ps8T.,00.00.00.00,ps8T,00000000
ps8U.,00.00.00.00,ps8U,00000000
ps8V.,00.00.00.00,ps8V,00000000
ps8W.,00.00.00.00,ps8W,00000000
ps8X.,00.00.00.00,ps8X,00000000
ps8Y.,00.00.00.00,ps8Y,00000000
ps8Z.,00.00.00.00,ps8Z,00000000
ps8a.,00.00.00.00,ps8a,00000000
ps8b.,00.00.00.00,ps8b,00000000
ps8c.,00.00.00.00,ps8c,00000000
ps8d.,00.00.00.00,ps8d,00000000
ps8e.,00.00.00.00,ps8e,00000000
ps8f.,00.00.00.00,ps8f,00000000
ps8g.,00.00.00.00,ps8g,00000000
ps8h.,00.00.00.00,ps8h,00000000
ps8i.,00.00.00.00,ps8i,00000000
ps8j.,00.00.00.00,ps8j,00000000
ps8k.,00.00.00.00,ps8k,00000000
ps8l.,00.00.00.00,ps8l,00000000
ps8m.,00.00.00.00,ps8m,00000000
ps8n.,00.00.00.00,ps8n,00000000
ps8o.,00.00.00.00,ps8o,00000000
ps8p.,00.00.00.00,ps8p,00000000
ps8q.,00.00.00.00,ps8q,00000000
ps8r.,00.00.00.00,ps8r,00000000
ps8s.,00.00.00.00,ps8s,00000000
ps8t.,00.00.00.00,ps8t,00000000
ps8u.,00.00.00.00,ps8u,00000000
ps8v.,00.00.00.00,ps8v,00000000
ps8w.,00.00.00.00,ps8w,00000000
ps8x.,00.00.00.00,ps8x,00000000
ps8y.,00.00.00.00,ps8y,00000000
ps8z.,00.00.00.00,ps8z,00000000
ps9..,00.00.00.00,ps9,00000000
ps91.,00.00.00.00,ps91,00000000
ps92.,00.00.00.00,ps92,00000000
ps93.,00.00.00.00,ps93,00000000
ps94.,00.00.00.00,ps94,00000000
ps95.,00.00.00.00,ps95,00000000
ps96.,00.00.00.00,ps96,00000000
ps97.,00.00.00.00,ps97,00000000
ps98.,00.00.00.00,ps98,00000000
ps99.,00.00.00.00,ps99,00000000
ps9A.,00.00.00.00,ps9A,00000000
ps9B.,00.00.00.00,ps9B,00000000
ps9C.,00.00.00.00,ps9C,00000000
ps9D.,00.00.00.00,ps9D,00000000
ps9E.,00.00.00.00,ps9E,00000000
ps9F.,00.00.00.00,ps9F,00000000
ps9G.,00.00.00.00,ps9G,00000000
ps9H.,00.00.00.00,ps9H,00000000
